trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
134,short,2025-12-11T10:30:00Z,2025-12-11T16:00:00Z,1.5388,1.5406,120.74,185.794712,-0.4,-0.22,2.42,1.30,-2.76,-1.49,85.38,85.38,11,Short,Regime Flat
135,long,2025-12-12T06:00:00Z,2025-12-12T12:30:00Z,1.6495,1.6378,112.39,185.387305,-1.5,-0.81,1.51,0.82,-2.78,-1.50,83.88,83.88,13,Long,Regime Flat
136,short,2025-12-15T17:00:00Z,2025-12-16T06:30:00Z,1.4726,1.4765,124.85,183.85411,-0.67,-0.36,5.4,2.94,-0.69,-0.38,83.21,83.21,27,Short,Regime Flat
137,short,2025-12-18T06:00:00Z,2025-12-18T07:30:00Z,1.3947,1.4006,131.36,183.207792,-0.96,-0.52,0.26,0.14,-1.16,-0.63,82.25,82.25,3,Short,Regime Flat
138,long,2025-12-19T11:00:00Z,2025-12-20T01:00:00Z,1.4234,1.4678,128.03,182.237902,5.5,3.02,9.38,5.15,-0.78,-0.43,87.75,87.75,28,Long,Regime Flat
139,long,2025-12-28T00:00:00Z,2025-12-28T15:00:00Z,1.4506,1.4619,129.42,187.736652,1.27,0.68,2.09,1.11,-1.44,-0.77,89.02,89.02,30,Long,Regime Flat
140,short,2025-12-29T19:00:00Z,2025-12-30T04:00:00Z,1.4343,1.4332,131.79,189.026397,-0.04,-0.02,2.29,1.21,-1.87,-0.99,88.98,88.98,18,Short,Regime Flat
141,short,2025-12-31T18:00:00Z,2026-01-01T08:00:00Z,1.4026,1.402,134.73,188.972298,-0.11,-0.06,2.02,1.07,-1.93,-1.02,88.87,88.87,28,Short,Regime Flat
142,long,2026-01-01T18:00:00Z,2026-01-03T08:00:00Z,1.4418,1.6237,131,188.8758,23.63,12.50,32.54,17.22,-0.83,-0.44,112.5,112.50,76,Long,Regime Flat
143,long,2026-01-04T04:00:00Z,2026-01-04T14:30:00Z,1.703,1.692,124.77,212.48331,-1.58,-0.75,1.68,0.79,-3.35,-1.58,110.92,110.92,21,Long,Regime Flat
144,long,2026-01-05T19:30:00Z,2026-01-06T11:30:00Z,1.796,1.9614,117.43,210.90428,19.2,9.10,22.98,10.89,-0.54,-0.26,130.12,130.12,32,Long,Regime Flat
145,short,2026-01-08T02:30:00Z,2026-01-08T08:00:00Z,1.815,1.812,126.79,230.12385,0.15,0.07,6.4,2.78,-0.36,-0.15,130.27,130.27,11,Short,Regime Flat
146,long,2026-01-13T17:00:00Z,2026-01-14T05:00:00Z,1.8362,1.8576,125.39,230.241118,2.45,1.06,12.65,5.49,-2.79,-1.21,132.72,132.72,24,Long,Regime Flat
147,long,2026-01-17T06:30:00Z,2026-01-17T12:00:00Z,1.7942,1.7919,129.7,232.70774,-0.53,-0.23,1.63,0.70,-1.24,-0.53,132.19,132.19,11,Long,Regime Flat
148,short,2026-01-19T00:30:00Z,2026-01-19T16:30:00Z,1.5967,1.5697,145.4,232.16018,3.7,1.59,8.03,3.46,-1.31,-0.56,135.89,135.89,32,Short,Regime Flat
149,short,2026-01-25T16:30:00Z,2026-01-26T02:00:00Z,1.4229,1.4355,165.77,235.874133,-2.33,-0.99,8.85,3.75,-3.1,-1.31,133.56,133.56,19,Short,Regime Flat
150,short,2026-01-29T03:00:00Z,2026-01-30T01:00:00Z,1.3639,1.3266,171.24,233.554236,6.16,2.63,15.16,6.49,-2,-0.86,139.72,139.72,44,Short,Regime Flat
151,short,2026-01-31T10:00:00Z,2026-02-01T01:00:00Z,1.2188,1.1608,196.69,239.725772,11.17,4.66,36.92,15.39,-2.3,-0.96,150.89,150.89,30,Short,Close
