trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
18,short,2025-03-03T11:30:00Z,2025-03-04T17:30:00Z,2.9472,2.4223,32.1,94.60512,16.76,17.71,22.3,23.56,-2.2,-2.33,11.4,11.40,60,Short,Regime Flat
19,long,2025-03-06T06:00:00Z,2025-03-06T11:00:00Z,2.7157,2.6796,41.01,111.370857,-1.59,-1.43,0.4,0.35,-2.54,-2.28,9.8,9.80,10,Long,Regime Flat
20,long,2025-03-06T15:30:00Z,2025-03-06T19:00:00Z,2.9025,2.8083,37.82,109.77255,-3.67,-3.34,3.57,3.25,-4.29,-3.91,6.13,6.13,7,Long,Regime Flat
21,short,2025-03-08T10:00:00Z,2025-03-08T13:00:00Z,2.5624,2.5731,41.41,106.108984,-0.55,-0.52,1.26,1.19,-1.15,-1.08,5.58,5.58,6,Short,Regime Flat
22,short,2025-03-09T15:30:00Z,2025-03-10T01:30:00Z,2.366,2.3405,44.62,105.57092,1.03,0.98,5.11,4.83,-0.66,-0.62,6.62,6.62,20,Short,Regime Flat
23,short,2025-03-11T00:30:00Z,2025-03-11T05:30:00Z,2.0467,2.1853,52.09,106.612603,-7.33,-6.87,4.31,4.04,-8.1,-7.59,-0.71,-0.71,10,Short,Regime Flat
24,long,2025-03-14T15:30:00Z,2025-03-15T02:30:00Z,2.3743,2.3352,41.82,99.293226,-1.73,-1.75,0.47,0.48,-2.99,-3.01,-2.45,-2.45,22,Long,Regime Flat
25,short,2025-03-16T11:30:00Z,2025-03-16T16:30:00Z,2.2581,2.2858,43.19,97.527339,-1.29,-1.33,2.24,2.30,-1.88,-1.92,-3.74,-3.74,10,Short,Regime Flat
26,short,2025-03-21T05:30:00Z,2025-03-21T19:00:00Z,2.311,2.2716,41.65,96.25315,1.55,1.60,2.83,2.94,-0.43,-0.45,-2.2,-2.20,27,Short,Regime Flat
27,long,2025-03-24T09:30:00Z,2025-03-24T21:00:00Z,2.3859,2.4173,40.99,97.798041,1.19,1.21,2.63,2.69,-0.54,-0.55,-1.01,-1.01,23,Long,Regime Flat
28,long,2025-03-25T19:30:00Z,2025-03-26T02:30:00Z,2.4539,2.4642,40.33,98.965787,0.32,0.32,1.66,1.67,-1,-1.01,-0.69,-0.69,14,Long,Regime Flat
29,long,2025-03-26T12:00:00Z,2025-03-26T16:00:00Z,2.6169,2.5625,37.95,99.311355,-2.16,-2.18,1.35,1.36,-2.69,-2.71,-2.85,-2.85,8,Long,Regime Flat
30,long,2025-03-27T08:30:00Z,2025-03-27T12:00:00Z,2.813,2.7245,34.53,97.13289,-3.15,-3.24,0.17,0.18,-3.53,-3.63,-6,-6.00,7,Long,Regime Flat
