Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
88,Entry short,2025-08-25 17:30,Short,3.4679,39.92,138.438568,3.26,2.36,6.23,4.50,-1.66,-1.20,41.72,41.72,33
89,Exit short,2025-08-30 06:30,Regime Flat,3.2679,43.33,141.715098,-0.02,-0.02,2.57,1.81,-0.59,-0.41,41.7,41.70,10
89,Entry short,2025-08-30 01:30,Short,3.2706,43.33,141.715098,-0.02,-0.02,2.57,1.81,-0.59,-0.41,41.7,41.70,10
90,Exit short,2025-09-01 16:00,Regime Flat,3.2862,44.38,141.66096,-4.32,-3.05,2.07,1.46,-4.36,-3.07,37.37,37.37,11
90,Entry short,2025-09-01 10:30,Short,3.192,44.38,141.66096,-4.32,-3.05,2.07,1.46,-4.36,-3.07,37.37,37.37,11
91,Exit short,2025-09-05 04:30,Regime Flat,3.2684,41.84,137.356536,0.47,0.34,2.1,1.53,-0.44,-0.32,37.84,37.84,12
91,Entry short,2025-09-04 22:30,Short,3.2829,41.84,137.356536,0.47,0.34,2.1,1.53,-0.44,-0.32,37.84,37.84,12
92,Exit short,2025-09-07 08:00,Regime Flat,3.3336,41.57,137.825335,-0.89,-0.65,0,0.00,-1.09,-0.79,36.95,36.95,8
92,Entry short,2025-09-07 04:00,Short,3.3155,41.57,137.825335,-0.89,-0.65,0,0.00,-1.09,-0.79,36.95,36.95,8
93,Exit long,2025-09-08 00:30,Regime Flat,3.3976,40.04,136.932796,-1.03,-0.75,0,0.00,-1.24,-0.91,35.92,35.92,9
93,Entry long,2025-09-07 20:00,Long,3.4199,40.04,136.932796,-1.03,-0.75,0,0.00,-1.24,-0.91,35.92,35.92,9
94,Exit long,2025-09-09 21:00,Regime Flat,3.5511,37.82,135.90617,-1.74,-1.28,0.23,0.17,-1.94,-1.43,34.18,34.18,4
94,Entry long,2025-09-09 19:00,Long,3.5935,37.82,135.90617,-1.74,-1.28,0.23,0.17,-1.94,-1.43,34.18,34.18,4
95,Exit short,2025-09-10 10:30,Regime Flat,3.5451,38.73,134.149101,-3.29,-2.45,0.3,0.22,-3.36,-2.50,30.89,30.89,8
95,Entry short,2025-09-10 06:30,Short,3.4637,38.73,134.149101,-3.29,-2.45,0.3,0.22,-3.36,-2.50,30.89,30.89,8
96,Exit long,2025-09-11 01:30,Regime Flat,3.5876,36.25,130.880625,-0.96,-0.73,0.07,0.06,-1.34,-1.02,29.93,29.93,3
96,Entry long,2025-09-11 00:00,Long,3.6105,36.25,130.880625,-0.96,-0.73,0.07,0.06,-1.34,-1.02,29.93,29.93,3
97,Exit long,2025-09-13 22:00,Regime Flat,3.7894,33.9,129.92514,-1.59,-1.23,1.6,1.23,-3.05,-2.34,28.34,28.34,4
97,Entry long,2025-09-13 20:00,Long,3.8326,33.9,129.92514,-1.59,-1.23,1.6,1.23,-3.05,-2.34,28.34,28.34,4
98,Exit short,2025-09-16 07:30,Regime Flat,3.5196,36.57,128.335101,-0.51,-0.39,1.85,1.44,-1.12,-0.88,27.83,27.83,21
98,Entry short,2025-09-15 21:00,Short,3.5093,36.57,128.335101,-0.51,-0.39,1.85,1.44,-1.12,-0.88,27.83,27.83,21
99,Exit long,2025-09-17 00:30,Regime Flat,3.603,35.03,127.806955,-1.72,-1.35,0,0.00,-2.96,-2.31,26.11,26.11,5
99,Entry long,2025-09-16 22:00,Long,3.6485,35.03,127.806955,-1.72,-1.35,0,0.00,-2.96,-2.31,26.11,26.11,5
100,Exit long,2025-09-19 07:30,Regime Flat,3.8686,33.25,126.107275,2.4,1.90,5.96,4.72,-1.4,-1.11,28.51,28.51,44
100,Entry long,2025-09-18 09:30,Long,3.7927,33.25,126.107275,2.4,1.90,5.96,4.72,-1.4,-1.11,28.51,28.51,44
101,Exit short,2025-09-20 10:30,Regime Flat,3.6604,33.9,128.49795,4.28,3.33,6.07,4.72,-0.25,-0.20,32.79,32.79,34
101,Entry short,2025-09-19 17:30,Short,3.7905,33.9,128.49795,4.28,3.33,6.07,4.72,-0.25,-0.20,32.79,32.79,34
102,Exit short,2025-09-23 05:00,Regime Flat,3.3417,37.89,132.758982,6.01,4.53,10.83,8.15,-0.15,-0.11,38.81,38.81,32
102,Entry short,2025-09-22 13:00,Short,3.5038,37.89,132.758982,6.01,4.53,10.83,8.15,-0.15,-0.11,38.81,38.81,32
103,Exit short,2025-09-25 22:30,Regime Flat,3.2343,44.31,138.805506,-4.65,-3.35,0.53,0.38,-5.24,-3.78,34.16,34.16,4
103,Entry short,2025-09-25 20:30,Short,3.1326,44.31,138.805506,-4.65,-3.35,0.53,0.38,-5.24,-3.78,34.16,34.16,4
104,Exit long,2025-09-29 19:00,Regime Flat,3.2371,41.56,134.151524,0.25,0.18,3.99,2.97,-0.41,-0.30,34.41,34.41,27
104,Entry long,2025-09-29 05:30,Long,3.2279,41.56,134.151524,0.25,0.18,3.99,2.97,-0.41,-0.30,34.41,34.41,27
105,Exit short,2025-10-01 03:30,Regime Flat,3.2083,41.84,134.394264,0.02,0.02,2.5,1.86,-1.41,-1.05,34.43,34.43,16
105,Entry short,2025-09-30 19:30,Short,3.2121,41.84,134.394264,0.02,0.02,2.5,1.86,-1.41,-1.05,34.43,34.43,16
106,Exit long,2025-10-02 18:30,Regime Flat,3.5451,39.62,134.426698,5.89,4.38,7.84,5.83,-0.53,-0.39,40.32,40.32,48
106,Entry long,2025-10-01 18:30,Long,3.3929,39.62,134.426698,5.89,4.38,7.84,5.83,-0.53,-0.39,40.32,40.32,48
107,Exit short,2025-10-06 09:30,Regime Flat,3.5742,39.72,140.302956,-1.81,-1.29,0.18,0.13,-2.28,-1.63,38.52,38.52,11
107,Entry short,2025-10-06 04:00,Short,3.5323,39.72,140.302956,-1.81,-1.29,0.18,0.13,-2.28,-1.63,38.52,38.52,11
108,Exit short,2025-10-08 14:30,Regime Flat,3.4528,40.13,138.500669,-0.2,-0.14,1.06,0.76,-1.52,-1.10,38.32,38.32,23
108,Entry short,2025-10-08 03:00,Short,3.4513,40.13,138.500669,-0.2,-0.14,1.06,0.76,-1.52,-1.10,38.32,38.32,23
109,Exit short,2025-10-10 02:00,Regime Flat,3.3912,40.92,138.3096,-0.6,-0.43,2.23,1.61,-2.21,-1.60,37.72,37.72,19
109,Entry short,2025-10-09 16:30,Short,3.38,40.92,138.3096,-0.6,-0.43,2.23,1.61,-2.21,-1.60,37.72,37.72,19
110,Exit short,2025-10-11 14:30,Regime Flat,2.751,43.03,137.700303,19.2,13.93,113.59,82.45,-2.77,-2.01,56.92,56.92,22
110,Entry short,2025-10-11 03:30,Short,3.2001,43.03,137.700303,19.2,13.93,113.59,82.45,-2.77,-2.01,56.92,56.92,22
111,Exit short,2025-10-12 19:00,Regime Flat,2.4983,61.59,156.919002,2.89,1.84,6.7,4.27,-0.96,-0.61,59.81,59.81,23
111,Entry short,2025-10-12 07:30,Short,2.5478,61.59,156.919002,2.89,1.84,6.7,4.27,-0.96,-0.61,59.81,59.81,23
112,Exit long,2025-10-13 15:00,Regime Flat,2.8259,57.28,159.794016,1.91,1.20,4.75,2.97,-3.09,-1.93,61.73,61.73,25
112,Entry long,2025-10-13 02:30,Long,2.7897,57.28,159.794016,1.91,1.20,4.75,2.97,-3.09,-1.93,61.73,61.73,25
113,Exit short,2025-10-15 00:30,Regime Flat,2.8369,60.14,161.698418,-9.08,-5.61,2.24,1.38,-11.1,-6.86,52.65,52.65,12
113,Entry short,2025-10-14 18:30,Short,2.6887,60.14,161.698418,-9.08,-5.61,2.24,1.38,-11.1,-6.86,52.65,52.65,12
114,Exit short,2025-10-16 14:30,Regime Flat,2.6885,57.37,152.627148,-1.77,-1.16,0.16,0.11,-3.3,-2.16,50.88,50.88,15
114,Entry short,2025-10-16 07:00,Short,2.6604,57.37,152.627148,-1.77,-1.16,0.16,0.11,-3.3,-2.16,50.88,50.88,15
115,Exit short,2025-10-17 22:00,Regime Flat,2.4049,63.82,150.87048,-2.76,-1.83,5.34,3.54,-3.97,-2.63,48.12,48.12,12
115,Entry short,2025-10-17 16:00,Short,2.364,63.82,150.87048,-2.76,-1.83,5.34,3.54,-3.97,-2.63,48.12,48.12,12
116,Exit short,2025-10-21 22:30,Regime Flat,2.5411,59.14,148.098388,-2.33,-1.57,2.05,1.38,-4.26,-2.87,45.79,45.79,20
116,Entry short,2025-10-21 12:30,Short,2.5042,59.14,148.098388,-2.33,-1.57,2.05,1.38,-4.26,-2.87,45.79,45.79,20
117,Exit short,2025-10-22 23:00,Regime Flat,2.4592,60.34,145.787474,-2.75,-1.88,2.67,1.83,-2.67,-1.83,43.04,43.04,18
117,Entry short,2025-10-22 14:00,Short,2.4161,60.34,145.787474,-2.75,-1.88,2.67,1.83,-2.67,-1.83,43.04,43.04,18
118,Exit long,2025-10-24 03:30,Regime Flat,2.4653,58.2,143.0265,0.31,0.22,2.6,1.82,-2.09,-1.46,43.35,43.35,12
118,Entry long,2025-10-23 21:30,Long,2.4575,58.2,143.0265,0.31,0.22,2.6,1.82,-2.09,-1.46,43.35,43.35,12
119,Exit long,2025-10-27 14:00,Regime Flat,2.6869,54.16,143.339856,2.04,1.42,3.76,2.62,-2.49,-1.74,45.39,45.39,33
119,Entry long,2025-10-26 21:30,Long,2.6466,54.16,143.339856,2.04,1.42,3.76,2.62,-2.49,-1.74,45.39,45.39,33
120,Exit short,2025-10-29 19:00,Regime Flat,2.51,58.25,145.38035,-0.97,-0.67,1.02,0.70,-1.8,-1.24,44.42,44.42,20
120,Entry short,2025-10-29 09:00,Short,2.4958,58.25,145.38035,-0.97,-0.67,1.02,0.70,-1.8,-1.24,44.42,44.42,20
121,Exit short,2025-10-31 11:30,Regime Flat,2.3218,61.72,144.412456,0.97,0.67,8.19,5.67,-0.84,-0.58,45.38,45.38,27
121,Entry short,2025-10-30 22:00,Short,2.3398,61.72,144.412456,0.97,0.67,8.19,5.67,-0.84,-0.58,45.38,45.38,27
122,Exit short,2025-11-04 09:00,Regime Flat,2.0817,65.87,145.381677,8.12,5.58,14.49,9.96,-1.47,-1.01,53.5,53.50,42
122,Entry short,2025-11-03 12:00,Short,2.2071,65.87,145.381677,8.12,5.58,14.49,9.96,-1.47,-1.01,53.5,53.50,42
123,Exit long,2025-11-08 14:30,Regime Flat,2.1217,71.87,153.492759,-1.16,-0.75,4.49,2.93,-1.61,-1.05,52.34,52.34,25
123,Entry long,2025-11-08 02:00,Long,2.1357,71.87,153.492759,-1.16,-0.75,4.49,2.93,-1.61,-1.05,52.34,52.34,25
124,Exit short,2025-11-12 15:30,Regime Flat,2.0347,73.49,152.330072,2.65,1.74,5.91,3.88,-0.64,-0.42,54.99,54.99,27
124,Entry short,2025-11-12 02:00,Short,2.0728,73.49,152.330072,2.65,1.74,5.91,3.88,-0.64,-0.42,54.99,54.99,27
125,Exit short,2025-11-14 17:30,Regime Flat,1.8066,84.4,154.97528,2.34,1.51,6.23,4.02,-4.56,-2.94,57.34,57.34,26
125,Entry short,2025-11-14 04:30,Short,1.8362,84.4,154.97528,2.34,1.51,6.23,4.02,-4.56,-2.94,57.34,57.34,26
126,Exit short,2025-11-20 05:30,Regime Flat,1.5772,101.4,157.3221,-2.76,-1.76,4.31,2.74,-4.52,-2.87,54.57,54.57,9
126,Entry short,2025-11-20 01:00,Short,1.5515,101.4,157.3221,-2.76,-1.76,4.31,2.74,-4.52,-2.87,54.57,54.57,9
127,Exit short,2025-11-22 02:00,Regime Flat,1.3972,103.14,154.55529,10.3,6.66,18.9,12.22,-5.37,-3.47,64.87,64.87,49
127,Entry short,2025-11-21 01:30,Short,1.4985,103.14,154.55529,10.3,6.66,18.9,12.22,-5.37,-3.47,64.87,64.87,49
128,Exit long,2025-11-25 16:30,Regime Flat,1.5242,105.44,164.865984,-4.32,-2.62,0.79,0.48,-4.92,-2.98,60.55,60.55,26
128,Entry long,2025-11-25 03:30,Long,1.5636,105.44,164.865984,-4.32,-2.62,0.79,0.48,-4.92,-2.98,60.55,60.55,26
129,Exit short,2025-11-27 01:30,Regime Flat,1.5147,107.93,160.545875,-3.1,-1.93,1.98,1.23,-3.4,-2.12,57.46,57.46,6
129,Entry short,2025-11-26 22:30,Short,1.4875,107.93,160.545875,-3.1,-1.93,1.98,1.23,-3.4,-2.12,57.46,57.46,6
130,Exit short,2025-11-29 16:30,Regime Flat,1.5026,104.72,157.44652,-0.06,-0.04,1,0.63,-1,-0.63,57.39,57.39,4
130,Entry short,2025-11-29 14:30,Short,1.5035,104.72,157.44652,-0.06,-0.04,1,0.63,-1,-0.63,57.39,57.39,4
131,Exit short,2025-12-02 05:30,Regime Flat,1.3371,113.02,157.391652,6.12,3.89,10.1,6.42,-0.87,-0.55,63.51,63.51,40
131,Entry short,2025-12-01 09:30,Short,1.3926,113.02,157.391652,6.12,3.89,10.1,6.42,-0.87,-0.55,63.51,63.51,40
132,Exit long,2025-12-03 22:00,Regime Flat,1.707,114.01,163.501741,30.93,18.91,40.43,24.71,-0.73,-0.45,94.44,94.44,47
132,Entry long,2025-12-02 22:30,Long,1.4341,114.01,163.501741,30.93,18.91,40.43,24.71,-0.73,-0.45,94.44,94.44,47
133,Exit short,2025-12-06 17:30,Regime Flat,1.5312,125.85,194.450835,1.56,0.80,4.4,2.26,-0.1,-0.05,96,96.00,6
133,Entry short,2025-12-06 14:30,Short,1.5451,125.85,194.450835,1.56,0.80,4.4,2.26,-0.1,-0.05,96,96.00,6
134,Exit long,2025-12-10 06:00,Regime Flat,1.6439,114.53,195.983736,-7.9,-4.03,0,0.00,-9.47,-4.83,88.1,88.10,7
134,Entry long,2025-12-10 02:30,Long,1.7112,114.53,195.983736,-7.9,-4.03,0,0.00,-9.47,-4.83,88.1,88.10,7
135,Exit short,2025-12-12 00:00,Regime Flat,1.5406,122.24,188.102912,-0.41,-0.22,2.45,1.30,-2.8,-1.49,87.69,87.69,11
135,Entry short,2025-12-11 18:30,Short,1.5388,122.24,188.102912,-0.41,-0.22,2.45,1.30,-2.8,-1.49,87.69,87.69,11
136,Exit long,2025-12-12 20:30,Regime Flat,1.6378,113.79,187.696605,-1.52,-0.81,1.53,0.82,-2.81,-1.50,86.17,86.17,13
136,Entry long,2025-12-12 14:00,Long,1.6495,113.79,187.696605,-1.52,-0.81,1.53,0.82,-2.81,-1.50,86.17,86.17,13
137,Exit short,2025-12-16 14:30,Regime Flat,1.4765,126.41,186.151366,-0.68,-0.36,5.47,2.94,-0.7,-0.38,85.49,85.49,27
137,Entry short,2025-12-16 01:00,Short,1.4726,126.41,186.151366,-0.68,-0.36,5.47,2.94,-0.7,-0.38,85.49,85.49,27
138,Exit short,2025-12-18 15:30,Regime Flat,1.4006,132.99,185.481153,-0.97,-0.52,0.27,0.14,-1.17,-0.63,84.52,84.52,3
138,Entry short,2025-12-18 14:00,Short,1.3947,132.99,185.481153,-0.97,-0.52,0.27,0.14,-1.17,-0.63,84.52,84.52,3
139,Exit long,2025-12-20 09:00,Regime Flat,1.4678,129.63,184.515342,5.57,3.02,9.5,5.15,-0.79,-0.43,90.09,90.09,28
139,Entry long,2025-12-19 19:00,Long,1.4234,129.63,184.515342,5.57,3.02,9.5,5.15,-0.79,-0.43,90.09,90.09,28
140,Exit long,2025-12-28 23:00,Regime Flat,1.4619,131.04,190.086624,1.29,0.68,2.12,1.11,-1.46,-0.77,91.38,91.38,30
140,Entry long,2025-12-28 08:00,Long,1.4506,131.04,190.086624,1.29,0.68,2.12,1.11,-1.46,-0.77,91.38,91.38,30
141,Exit short,2025-12-30 12:00,Regime Flat,1.4332,133.44,191.392992,-0.04,-0.02,2.32,1.21,-1.9,-0.99,91.34,91.34,18
141,Entry short,2025-12-30 03:00,Short,1.4343,133.44,191.392992,-0.04,-0.02,2.32,1.21,-1.9,-0.99,91.34,91.34,18
142,Exit short,2026-01-01 16:00,Regime Flat,1.402,136.41,191.328666,-0.11,-0.06,2.05,1.07,-1.95,-1.02,91.23,91.23,28
142,Entry short,2026-01-01 02:00,Short,1.4026,136.41,191.328666,-0.11,-0.06,2.05,1.07,-1.95,-1.02,91.23,91.23,28
143,Exit long,2026-01-03 16:00,Regime Flat,1.6237,132.64,191.240352,23.92,12.50,32.95,17.22,-0.84,-0.44,115.15,115.15,76
143,Entry long,2026-01-02 02:00,Long,1.4418,132.64,191.240352,23.92,12.50,32.95,17.22,-0.84,-0.44,115.15,115.15,76
144,Exit long,2026-01-04 22:30,Regime Flat,1.692,126.32,215.12296,-1.6,-0.75,1.7,0.79,-3.39,-1.58,113.55,113.55,21
144,Entry long,2026-01-04 12:00,Long,1.703,126.32,215.12296,-1.6,-0.75,1.7,0.79,-3.39,-1.58,113.55,113.55,21
145,Exit long,2026-01-06 19:30,Regime Flat,1.9614,118.9,213.5444,19.44,9.10,23.27,10.89,-0.55,-0.26,132.99,132.99,32
145,Entry long,2026-01-06 03:30,Long,1.796,118.9,213.5444,19.44,9.10,23.27,10.89,-0.55,-0.26,132.99,132.99,32
146,Exit short,2026-01-08 16:00,Regime Flat,1.812,128.37,232.99155,0.15,0.07,6.48,2.78,-0.36,-0.15,133.14,133.14,11
146,Entry short,2026-01-08 10:30,Short,1.815,128.37,232.99155,0.15,0.07,6.48,2.78,-0.36,-0.15,133.14,133.14,11
147,Exit long,2026-01-14 13:00,Regime Flat,1.8576,126.96,233.123952,2.48,1.06,12.81,5.49,-2.82,-1.21,135.63,135.63,24
147,Entry long,2026-01-14 01:00,Long,1.8362,126.96,233.123952,2.48,1.06,12.81,5.49,-2.82,-1.21,135.63,135.63,24
148,Exit long,2026-01-17 20:00,Regime Flat,1.7919,131.32,235.614344,-0.54,-0.23,1.66,0.70,-1.26,-0.53,135.09,135.09,11
148,Entry long,2026-01-17 14:30,Long,1.7942,131.32,235.614344,-0.54,-0.23,1.66,0.70,-1.26,-0.53,135.09,135.09,11
149,Exit short,2026-01-20 00:30,Regime Flat,1.5697,147.22,235.066174,3.74,1.59,8.13,3.46,-1.32,-0.56,138.83,138.83,32
149,Entry short,2026-01-19 08:30,Short,1.5967,147.22,235.066174,3.74,1.59,8.13,3.46,-1.32,-0.56,138.83,138.83,32
150,Exit short,2026-01-26 10:00,Regime Flat,1.4355,167.84,238.819536,-2.35,-0.99,8.96,3.75,-3.14,-1.31,136.48,136.48,19
150,Entry short,2026-01-26 00:30,Short,1.4229,167.84,238.819536,-2.35,-0.99,8.96,3.75,-3.14,-1.31,136.48,136.48,19
151,Exit short,2026-01-30 09:00,Regime Flat,1.3266,173.38,236.472982,6.23,2.63,15.35,6.49,-2.03,-0.86,142.71,142.71,44
151,Entry short,2026-01-29 11:00,Short,1.3639,173.38,236.472982,6.23,2.63,15.35,6.49,-2.03,-0.86,142.71,142.71,44
152,Exit short,2026-02-01 09:00,Close,1.1608,199.15,242.72402,11.31,4.66,37.38,15.39,-2.33,-0.96,154.02,154.02,30
152,Entry short,2026-01-31 18:00,Short,1.2188,199.15,242.72402,11.31,4.66,37.38,15.39,-2.33,-0.96,154.02,154.02,30
