trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
16,long,2025-08-29T13:00:00Z,2025-08-29T18:00:00Z,3.3643,3.2406,16.24,54.636232,-2.06,-3.77,0.02,0.04,-2.04,-3.72,-1.94,-1.94,10,Long,Long Exit
17,long,2025-08-29T22:30:00Z,2025-09-01T02:00:00Z,3.2679,3.1821,22.84,74.638836,-2.03,-2.72,1.85,2.47,-2,-2.67,-3.97,-3.97,103,Long,Long Exit
18,long,2025-09-01T07:00:00Z,2025-09-01T11:30:00Z,3.1891,3.2589,25.34,80.811794,1.69,2.09,3.72,4.60,-0.46,-0.56,-2.28,-2.28,9,Long,Long Exit
19,long,2025-09-01T23:30:00Z,2025-09-02T12:30:00Z,3.1712,3.2406,19.87,63.011744,1.32,2.09,2.56,4.06,-0.23,-0.37,-0.97,-0.97,26,Long,Long Exit
20,short,2025-09-03T04:30:00Z,2025-09-03T13:30:00Z,3.3117,3.3796,29.06,96.238002,-2.07,-2.15,1.31,1.36,-2.02,-2.10,-3.04,-3.04,18,Short,Short Exit
21,short,2025-09-03T19:30:00Z,2025-09-04T04:30:00Z,3.3778,3.3326,39.65,133.92977,1.66,1.24,1.91,1.43,-1.17,-0.87,-1.38,-1.38,18,Short,Short Exit
22,short,2025-09-05T09:30:00Z,2025-09-05T12:30:00Z,3.3639,3.42,35.16,118.274724,-2.09,-1.77,0.08,0.07,-2.03,-1.72,-3.47,-3.47,6,Short,Short Exit
23,short,2025-09-05T14:30:00Z,2025-09-08T13:00:00Z,3.3548,3.5045,12.9,43.27692,-1.98,-4.56,0.55,1.27,-1.95,-4.51,-5.45,-5.45,141,Short,Short Exit
24,short,2025-09-08T18:00:00Z,2025-09-09T06:00:00Z,3.456,3.5316,24.99,86.36544,-1.98,-2.29,0.79,0.92,-1.93,-2.24,-7.42,-7.42,24,Short,Short Exit
25,short,2025-09-09T13:00:00Z,2025-09-09T15:00:00Z,3.5511,3.4635,20.26,71.945286,1.7,2.37,1.89,2.63,-0.31,-0.43,-5.72,-5.72,4,Short,Short Exit
26,short,2025-09-11T02:00:00Z,2025-09-11T12:30:00Z,3.6118,3.6646,35.82,129.374676,-2.02,-1.56,0.66,0.51,-1.96,-1.51,-7.74,-7.74,21,Short,Short Exit
27,short,2025-09-12T02:00:00Z,2025-09-12T12:30:00Z,3.6587,3.616,27.21,99.553227,1.06,1.07,2.01,2.02,-0.85,-0.85,-6.68,-6.68,21,Short,Short Exit
28,short,2025-09-13T03:00:00Z,2025-09-13T08:00:00Z,3.7169,3.7739,32.82,121.988658,-1.99,-1.63,0.24,0.19,-1.93,-1.58,-8.67,-8.67,10,Short,Short Exit
29,short,2025-09-13T14:00:00Z,2025-09-17T18:00:00Z,3.7894,3.6262,13.63,51.649522,2.17,4.21,4.51,8.72,-0.82,-1.58,-6.5,-6.50,200,Short,Short Exit
30,short,2025-09-18T14:00:00Z,2025-09-18T15:30:00Z,3.8728,3.9607,21.28,82.413184,-1.95,-2.37,0,0.00,-1.91,-2.32,-8.45,-8.45,3,Short,Short Exit
31,short,2025-09-18T21:30:00Z,2025-09-18T23:30:00Z,3.9372,3.8686,25.25,99.4143,1.63,1.64,1.91,1.92,-0.1,-0.10,-6.82,-6.82,4,Short,Short Exit
32,long,2025-09-22T04:00:00Z,2025-09-22T05:30:00Z,3.512,3.433,23.61,82.91832,-1.95,-2.35,0.14,0.17,-1.91,-2.30,-8.76,-8.76,3,Long,Long Exit
33,long,2025-09-24T04:30:00Z,2025-09-24T10:00:00Z,3.2837,3.3879,16.15,53.031755,1.63,3.07,1.8,3.39,-0.03,-0.05,-7.14,-7.14,11,Long,Long Exit
34,short,2025-09-24T16:30:00Z,2025-09-28T16:00:00Z,3.3939,3.2012,26.93,91.397727,5.1,5.58,8.84,9.67,-0.3,-0.33,-2.03,-2.03,191,Short,Short Exit
35,short,2025-09-29T10:00:00Z,2025-09-30T19:30:00Z,3.2681,3.2507,21.03,68.728143,0.3,0.43,2.43,3.54,-1.28,-1.86,-1.74,-1.74,67,Short,Short Exit
36,short,2025-10-02T09:30:00Z,2025-10-02T15:00:00Z,3.5656,3.5034,35.73,127.398888,2.1,1.64,3.02,2.37,-1,-0.78,0.36,0.36,11,Short,Short Exit
37,long,2025-10-04T13:00:00Z,2025-10-05T19:30:00Z,3.5313,3.5434,28.97,102.301761,0.25,0.24,4.55,4.44,-0.96,-0.94,0.61,0.61,61,Long,Long Exit
38,short,2025-10-06T16:30:00Z,2025-10-12T17:00:00Z,3.6416,2.7599,21.01,76.510016,18.46,24.11,64.74,84.57,-1.46,-1.91,19.06,19.06,289,Short,Close entry(s) order Short
39,short,2025-10-14T02:00:00Z,2025-10-14T05:00:00Z,2.935,2.7989,22.37,65.65595,2.98,4.54,3.41,5.19,-0.08,-0.13,22.04,22.04,6,Short,Short Exit
40,long,2025-10-16T01:30:00Z,2025-10-16T09:30:00Z,2.6797,2.6048,32.56,87.251032,-2.52,-2.89,1.16,1.33,-2.48,-2.84,19.52,19.52,16,Long,Long Exit
41,long,2025-10-17T04:30:00Z,2025-10-17T06:30:00Z,2.5202,2.4442,31.48,79.335896,-2.47,-3.11,0.49,0.61,-2.43,-3.06,17.05,17.05,4,Long,Long Exit
42,short,2025-10-19T20:00:00Z,2025-10-20T00:30:00Z,2.6042,2.5336,36.27,94.454334,2.47,2.61,2.7,2.86,-0.53,-0.56,19.52,19.52,9,Short,Short Exit
43,short,2025-10-20T09:30:00Z,2025-10-21T14:00:00Z,2.6276,2.5674,28.45,74.75522,1.64,2.19,4.49,6.01,-0.43,-0.57,21.16,21.16,57,Short,Short Exit
44,short,2025-10-21T17:00:00Z,2025-10-24T05:00:00Z,2.6219,2.4881,18.1,47.45639,2.38,5.00,5.12,10.78,-0.44,-0.92,23.53,23.53,120,Short,Short Exit
45,short,2025-10-24T11:00:00Z,2025-10-24T12:30:00Z,2.468,2.5169,50.61,124.90548,-2.6,-2.08,0.98,0.78,-2.54,-2.03,20.93,20.93,3,Short,Short Exit
46,short,2025-10-24T14:00:00Z,2025-10-24T14:00:00Z,2.4974,2.4974,42.96,107.288304,-0.11,-0.10,0,0.00,-0.05,-0.05,20.82,20.82,0,Short,Short Exit
47,short,2025-10-25T05:30:00Z,2025-10-25T11:00:00Z,2.5207,2.4786,52.64,132.689648,2.08,1.57,2.86,2.15,-0.12,-0.09,22.91,22.91,11,Short,Short Exit
48,short,2025-10-25T22:00:00Z,2025-10-26T09:00:00Z,2.5343,2.5739,62.22,157.684146,-2.62,-1.66,2.37,1.50,-2.54,-1.61,20.28,20.28,22,Short,Short Exit
49,short,2025-10-26T10:30:00Z,2025-10-26T12:00:00Z,2.5603,2.6114,47.09,120.564527,-2.53,-2.10,0.45,0.38,-2.47,-2.04,17.76,17.76,3,Short,Short Exit
50,short,2025-10-26T17:30:00Z,2025-10-26T22:00:00Z,2.6255,2.6714,51.51,135.239505,-2.5,-1.85,1.15,0.85,-2.43,-1.80,15.26,15.26,9,Short,Short Exit
51,short,2025-10-27T03:30:00Z,2025-10-27T11:30:00Z,2.6674,2.6167,40.23,107.309502,1.93,1.80,2.45,2.28,-2.07,-1.92,17.19,17.19,16,Short,Short Exit
52,long,2025-10-28T23:30:00Z,2025-10-29T18:00:00Z,2.5038,2.5678,38.73,96.972174,2.38,2.45,2.69,2.77,-1.08,-1.12,19.57,19.57,37,Long,Long Exit
53,long,2025-10-30T23:00:00Z,2025-10-31T04:30:00Z,2.2771,2.3456,34.61,78.810431,2.29,2.91,2.52,3.19,-0.43,-0.55,21.86,21.86,11,Long,Long Exit
54,long,2025-11-03T15:00:00Z,2025-11-03T15:00:00Z,2.1804,2.1117,35.48,77.360592,-2.51,-3.25,0.11,0.14,-2.48,-3.20,19.35,19.35,0,Long,Long Exit
55,short,2025-11-08T04:00:00Z,2025-11-14T04:30:00Z,2.1412,1.8324,24.22,51.859864,7.43,14.32,7.78,14.99,-2.17,-4.19,26.78,26.78,289,Short,Close entry(s) order Short
56,long,2025-11-16T22:30:00Z,2025-11-17T07:30:00Z,1.6633,1.7221,42.3,70.35759,2.42,3.43,2.69,3.83,-1,-1.41,29.19,29.19,18,Long,Long Exit
57,long,2025-11-18T01:00:00Z,2025-11-19T18:00:00Z,1.6176,1.524,27.68,44.775168,-2.63,-5.88,2.22,4.96,-2.61,-5.83,26.56,26.56,82,Long,Long Exit
58,long,2025-11-20T22:30:00Z,2025-11-21T02:30:00Z,1.5454,1.4789,38.06,58.817924,-2.59,-4.40,0.14,0.23,-2.56,-4.35,23.97,23.97,8,Long,Long Exit
59,long,2025-11-21T05:30:00Z,2025-11-21T07:30:00Z,1.487,1.4214,37.84,56.26808,-2.54,-4.51,0.15,0.26,-2.51,-4.46,21.43,21.43,4,Long,Long Exit
60,long,2025-11-22T11:30:00Z,2025-11-28T01:30:00Z,1.3566,1.5159,38,51.5508,6,11.63,9.87,19.14,-1.78,-3.45,27.43,27.43,268,Long,Long Exit
61,short,2025-11-28T16:30:00Z,2025-12-01T00:00:00Z,1.5475,1.423,27.91,43.190725,3.43,7.95,3.48,8.06,-0.63,-1.45,30.87,30.87,111,Short,End Date Close
